name,default_code,attribute_name,attribute_value,descrizione,note,supplier,condizioni_di_acquisto,codice_allegato,uom_id,uom_po_id,categ_id
PROMO:ARMADIO,ZENO 3A NUVOLA,Variante,PROMO:ARMADIO 3A L138.3 H262 FIN. NUVOLA FRASSINATO,,,GIESSEGI 1MOBILCLASS,Sconto 10%,CDATTCHM830,1,1,1
PROMO:ARMADIO,ZENO 4A NUVOLA,Variante,"PROMO:ARMADIO 4A L 184,1 H262 P61 FIN. NUVOLA FRASSINATO",,,GIESSEGI 1MOBILCLASS,Sconto 10%,CDATTCHM317,1,1,1
PROMO:ARMADIO,ZENO 5A NUVOLA,Variante,PROMO:ARMADIO 5A L 229.8 H262 P61 FIN.NUVOLA FRASSINATO,,,GIESSEGI 1MOBILCLASS,Sconto 10%,CDATTCHM323,1,1,1
PROMO:,ZENO ANG NUVOLA,Variante,PROMO: MODULO ANGOLO BATTENTE CM 103 X 105 H262 FIN.NUOVLA (INCLUSO DI 2 TRAMEZZI),,,GIESSEGI 1MOBILCLASS,Sconto 10%,CDATTCHM315,1,1,1
PROMO:,PAPIRO EXPO2,Variante,PROMO: GRUPPO STRUTTURA NOCE OSSIDO E FRONTALI LACC OP. ALLUMINIO FORMATO DA:N°01 COMO CM 139 P54N° 02 COMODINI  CM 61.8 P45,,,GIESSEGI 1MOBILCLASS,Sconto 10%,CDATTCHM22821,1,1,1
SETTIMINO,MENTA SETTIMINO NOB,Variante,SETTIMINO CM 53 P43.3 H130.1  C/APERTURA PUSH-PULL TUTTO NOBILITATO ,,,GIESSEGI 1MOBILCLASS,Sconto 10%,,1,1,1
COMO,MENTA COMO EXPO2,Variante,"COMO CM 120 P52.3 H74,1 APERTURA PUSH & PULL / STRUTTURA NOCE OSSIDATO / FRONTALI CASSETTI CALCE ",,,GIESSEGI 1MOBILCLASS,Sconto 10%,CDATTCHM19421,1,1,1
COMO,BALDO COMO EXPO4,Variante,COMO SFALSATO FORMATO DA: N° 01 ELEMENTO METALLO GRAFITE CM 107 P51.4 TOP CARRARAN° 02 CASSETTI L107 LACC PIOMBO APERTUTA PUSH N° 01 ZOCCOLO L107 PIOMO OPACO ,,,GIESSEGI 1MOBILCLASS,Sconto 10%,CDATTCHM2248,1,1,1
COMODINO,BALDO CDM EXPO4,Variante,"COMODINO SFALSATO FORMATO DA: N° 01 ELEMENTO METALLO GRAFITE CM 52,8  TOP NOB. CARRARAN° 01 CASSETTO L52,8 LACC PIOMBO APERTUTA PUSH N° 01 ZOCCOLO L52.7 PIOMO OPACO ",,,GIESSEGI 1MOBILCLASS,Sconto 10%,CDATTCHM2248,1,1,1
LETTO,EDERA EXPO2,Variante,LETTO MATRIMONIALE FISSO CON COMODINI INCORPORATI ALLA TESTATA - CM 280 P238 H92 -  PER RETE 160X190 ( RETE ESCLUSA) TUTTO NOCE OSSIDATO CON PANNELLI SCORREVOLI IN TESSUTO VINTAGE V06 / DOPPIA PRESA USB DX E SX  / LUCI LED SU RIPIANI VETRO / PIEDI PLEXIGLASS TRASPARENTI ,,,GIESSEGI 1MOBILCLASS,Sconto 10%,CDATTCHM19410,1,1,1
LETTO,EDERA EXPO2 AP,Variante,LETTO MATRIMONIALE FISSO CON COMODINI INCORPORATI ALLA TESTATA - CM 280 P238 H92 -  PER RETE 160X190 ( RETE ESCLUSA) TUTTO NOCE OSSIDATO CON PANNELLI SCORREVOLI BIANCO NEVE / LUCI LED SU RIPIANI VETRO / PIEDI PLEXIGLASS TRASPARENTI ,,,GIESSEGI 1MOBILCLASS,Sconto 10%,CDATTCHM29954,1,1,1
ARMADIO,SALIX EXPO4,Variante,ARMADIO 2A SCORR L277 H246 FIANCHI LACC.OP PIOMBO /TELAIO  GRAFITE/ SPECCHIO FUME ,,,GIESSEGI 1MOBILCLASS,Sconto 10%,CDATTCHM655,1,1,1
ARMADIO,TRALICE EXPO2,Variante,ARMADIO 3A SCORREVOLE L277 H262 P62/66 CON FIANCHI E 2 ANTE LATERALI LACCATO OP ALLUMINIO  E ANTA CENTRALE  TV NOCE OSSIDATO - TELAIO GRAFITE - INTERNO NOBILITATO LINO ,,,GIESSEGI 1MOBILCLASS,Sconto 10%,CDATTCHM22817,1,1,1
PROMO:ARMADIO,RAMIRO EXPO3,Variante,PROMO:ARMADIO 2A SCORREVOLI L 277 H262 P66 STRUTTURA CALCE / FRONTALI CALCE+SPECCHIO FUME' E NOCE OSSIDATO / INTERNO ARMADIO NOB.LINO /TELAIO GRAFITE ,,,GIESSEGI 1MOBILCLASS,Sconto 10%,CDATTCHM19401,1,1,1
PROMO:,PETRA CC,Variante,"PROMO: GRUPPO COMO + 2 COMODINI, STRUTTURA NOBILITATO FRONTALI LACC OP",,,GIESSEGI 1MOBILCLASS,Sconto 10%,CDATTCHM312,1,1,1
COMODINO,TALEA CDM EXPO,Variante,"COMODINO L 55,2 P45,6 H44,5 ROVERE NODATO C/INSERTI ALLUMINIO OP. GUIDE ESTR TOT",,,GIESSEGI 1MOBILCLASS,Sconto 10%,CDATTCHM981,1,1,1
COMO',TALEA COMO EXPO,Variante,COMO' L 129  P54 H73  ROVERE NODATO C/INSERTI ALLUMINIO OP. GUIDE ESTR TOT ,,,GIESSEGI 1MOBILCLASS,Sconto 10%,CDATTCHM982,1,1,1
PPROMO:GRUPPO,PETRA EXPO,Variante,"PPROMO:GRUPPO COMO +2 COMODINI, STRUTTURA NOBILITATO OLMO/FRONTALI LACC OP BALTICO E BIANCO",,,GIESSEGI 1MOBILCLASS,Sconto 10%,CDATTCHM416,1,1,1
PROMO:,DANA GRU CC,Variante,PROMO: GRUPPO COMO+2 COMODINI STR. NOBILITATO....PARTICOLARE LACC....,,,GIESSEGI 1MOBILCLASS,Sconto 10%,CDATTCHM329,1,1,1
PROMO:,DANA GRU EXPO,Variante,PROMO: GRUPPO COMO+2 COMODINI STR. CALCE E FRONTALI CALCE + FR.SP28 FANGO,,,GIESSEGI 1MOBILCLASS,Sconto 10%,CDATTCHM417,1,1,1
PROMO:,JASON CC,Variante,PROMO: GRUPPO COMO+2 CDM TUTT NOB. + PART. LACC. OP,,,GIESSEGI 1MOBILCLASS,Sconto 10%,CDATTCHM332,1,1,1
PROMO:,JASON EXPO1,Variante,PROMO: GRUPPO COMO+2 CDM TUTTO ROVERE NODATO + PART. LACC BRISTOL,,,GIESSEGI 1MOBILCLASS,Sconto 10%,CDATTCHM333,1,1,1
PROMO:,MENTA GRU,Variante,PROMO: GRUPPO COMO'+CDM NOBILITATO APERTURA PUSH PULL,,,GIESSEGI 1MOBILCLASS,Sconto 10%,CDATTCHM656,1,1,1
PROMO:,JASON EXPO2,Variante,PROMO: GRUPPO COMO+2 CDM TUTT NOB.ROVERE NODATO + PART. LACC. OP.BIANCO,,,GIESSEGI 1MOBILCLASS,Sconto 10%,CDATTCHM163,1,1,1
LETTO,EDERA AP CC,Variante,LETTO MATRIMONIALE FISSO CON COMODINI INCORPORATI ALLA TESTATA - CM 280 P238 H92 -  PER RETE 160X190 ( RETE ESCLUSA) TUTTONOB. CON PANNELLI SCORREVOLI  SCORREVOLI  / LUCI LED SU RIPIANI VETRO / PIEDI PLEXIGLASS TRASPARENTI ,,,GIESSEGI 1MOBILCLASS,Sconto 10%,CDATTCHM311,1,1,1
PROMO,FOSCA GRI13,Variante,PROMO ST:SEDIA PIEDI METALLO RETT ANTRACITE + SED.TESSUTO CAT.D HUSTON 13,,,IL SIEDIDORMI SH.P.K.,Sconto 10%,CDATTCHM787,1,1,1
PROMO,FOSCA PET,Variante,PROMO ST:SEDIA GAMBE METALLO RETT ANTRACITE E SEDUTA TESSUTO CAT.C TIFFANY COL.12 PETROLIO,,,IL SIEDIDORMI SH.P.K.,Sconto 10%,CDATTCHM1261,1,1,1
PROMO,FEDRA ANTRACITE,Variante,PROMO ST:SEDIA PIEDI LEGNO IN TINTA CON.SEDUTA RIV. B SUN 96 ANTRACITE,,,IL SIEDIDORMI SH.P.K.,Sconto 10%,CDATTCHM1670,1,1,1
PROMO,NESTORE GRIGIA,Variante,PROMO ST:SEDIA BASE METALLO CONICO SED.TESSUTO CAT.C FOSTER COL.18 GRIGIO,,,IL SIEDIDORMI SH.P.K.,Sconto 10%,CDATTCHM1721,1,1,1
PROMO,NESTORE PETROLIO,Variante,PROMO ST:SEDIA BASE METALLO CONICO SED.TESSUTO CAT.C FOSTER COL.14 PETROLIO,,,IL SIEDIDORMI SH.P.K.,Sconto 10%,CDATTCHM1721,1,1,1
PROMO,FOSCA SGA PET ,Variante,PROMO ST: SGABELLO GAMBE METALLO RETT ANTRACITE E SEDUTA TESSUTO CAT.C TIFFANY COL.12 PETROLIO,,,IL SIEDIDORMI SH.P.K.,Sconto 10%,CDATTCHM2104,1,1,1
PROMO:,RAFFAELLO 110 PNERA,Variante,"PROMO: TAVOLO CM 110X70  ALL 150 - PIEDI GHISA, PIANA MELAMINICO EFF. PIETRA NERA ",,,IL SIEDIDORMI SH.P.K.,Sconto 10%,CDATTCHM2101,1,1,1
PROMO:,RAFFAELLO 130 QUERCIA,Variante,PROMO: TAVOLO CM 130X80 ALL 170 - PIEDI METALLO BIANCO OPACO / PIANA MELAMINICO EFFETTO QUERCIA ,,,IL SIEDIDORMI SH.P.K.,Sconto 10%,CDATTCHM2102,1,1,1
PROMO:,RAFFAELLO 130 CARRARA,Variante,PROMO: TAVOLO CM 130X80 ALL 170 - PIEDI GHISA  / PIANA MELAMINICO EFFETTO MARMO CARRARA,,,IL SIEDIDORMI SH.P.K.,Sconto 10%,CDATTCHM2103,1,1,1
SEDIA,TOLK VERDE TITANIO,Variante,"SEDIA STRUTTURA METALLO TITANIO , SEDUTA TESSUTO ANTIMACCHIA DIVA 121 CAT.C VERDE",,,IL SIEDIDORMI SH.P.K.,Sconto 10%,,1,1,1
PROMO,FOSCA SGA GRIGIO,Variante,PROMO ST:S GABELLO  PIEDI METALLO RET ANTRACITE + SED.TESSUTO CAT.D HUSTON 13,,,IL SIEDIDORMI SH.P.K.,Sconto 10%,CDATTCHM2105,1,1,1
PROMO,FEDRA GRIGIA ,Variante,PROMO ST:SEDIA PIEDI LEGNO IN TINTA CON.SEDUTA RIV.C/ JAZZ COL7 GRIGIO TORTORA,,,IL SIEDIDORMI SH.P.K.,Sconto 10%,CDATTCHM1670,1,1,1
SEDIA,TOLK VERDE ANTRACITE,Variante,"SEDIA STRUTTURA METALLO ANTRACITE , SEDUTA TESSUTO ANTIMACCHIA DIVA 121 CAT.C VERDE",,,IL SIEDIDORMI SH.P.K.,Sconto 10%,,1,1,1
PROMO,DESERT BRUCIATO,Variante,"PROMO ST: SEDIA GAMBE CONICHE METALLO COL.TITANIO, SEDUTA TESSUTO ANTIMACCHIA MOLI COL.55 CAT.D BRUCIATO ",,,IL SIEDIDORMI SH.P.K.,Sconto 10%,CDATTCHM2430,1,1,1
SEDIA,IRMA,Variante,"SEDIA POLTRONCINA, PIEDE CONO GHISA SEDUTA CLOUD COL.63 CAT.D",,,IL SIEDIDORMI SH.P.K.,Sconto 10%,CDATTCHM2330,1,1,1
SEDIA,MINA TORTORA,Variante,SEDIA PIEDE CONICO ANTRACITE SEDUTA TORTORA ENJOY 07,,,IL SIEDIDORMI SH.P.K.,Sconto 10%,CDATTCHM5192,1,1,1
LETTO,BRETON 160CC,Variante,"LETTO MATR.CONTENITORE BOMBATO C/TAGLIO 45° , RETE 160X190 PIEDE NERO H6 RIVEST. CAT.EXTRA  ",,,ITALNOTTE SRL,Sconto 10%,CDATTCHM1788,1,1,1
MAGGIORAZIONE,KIT USB 1LATO,Variante,MAGGIORAZIONE X KIT USB 1 LATO ,,,ITALNOTTE SRL,Sconto 10%,CDATTCHM1791,1,1,1
MAGGIORAZIONE,KIT USB 2LATI,Variante,MAGGIORAZIONE X KIT USB  2 LATI ,,,ITALNOTTE SRL,Sconto 10%,CDATTCHM1790,1,1,1
LAMPADA,LED LAMPADA,Variante,LAMPADA LED ATTACCO USB PER TESTATA LETTO ,,,ITALNOTTE SRL,Sconto 10%,CDATTCHM1789,1,1,1
LETTO,WEEK 160EXPOAP,Variante,"LETTO MATR.CONTENITORE C/TAGLIO 45° , RETE 160X190 RIVEST. CAT.EXTRA TEKNOFIBRA 02  ",,,ITALNOTTE SRL,Sconto 10%,CDATTCHM1784,1,1,1
LETTO,WEEK 160EXPO CC,Variante,"LETTO MATR.CONTENITORE C/TAGLIO 45° , RETE 160X190 RIVEST. CAT.EXTRA  C/ PRESA USB SU 2 LATI E LAMPADA LED",,,ITALNOTTE SRL,Sconto 10%,CDATTCHM1784,1,1,1
LETTO,RIO 160EXPO,Variante,LETTO MATRIMONIALE CONTENITORE CON RETE 160X190 PIEDE NERO H6 RIVEST. CAT.A ROMA 14 ,,,ITALNOTTE SRL,Sconto 10%,CDATTCHM1782,1,1,1
LETTO,RIO 160 CC,Variante,LETTO MATRIMONIALE CONTENITORE CON RETE 160X190 PIEDE NERO H6 RIVEST. CAT.A ,,,ITALNOTTE SRL,Sconto 10%,CDATTCHM1782,1,1,1
LETTO,CALIFORNIA 160EXPO,Variante,LETTO MATRIMONIALE CONTENITORE CON RETE 160X190 PIEDE NERO H6 - RIVESTIMENTO CAT.A ROMA 03 (BEIGE),,,ITALNOTTE SRL,Sconto 10%,CDATTCHM1783,1,1,1
LETO,CALIFORNIA 160CC,Variante,LETO MATRIMONIALE CONTENITORE CON RETE 160X190 PIEDE NERO H6 - RIVESTIMENTO CAT.A ,,,ITALNOTTE SRL,Sconto 10%,CDATTCHM1783,1,1,1
LETTO,WEEK 160EXPO,Variante,"LETTO MATR.CONTENITORE C/TAGLIO 45° , RETE 160X190 RIVEST. CAT.EXTRA TEKNOFIBRA 02  C/ PRESA USB SU 2 LATI E LAMPADA LED",,,ITALNOTTE SRL,Sconto 10%,CDATTCHM1784,1,1,1
LETTO,WEEK 160APCC,Variante,"LETTO MATR.CONTENITORE C/TAGLIO 45° , RETE 160X190 RIVEST. CAT.EXTRA ",,,ITALNOTTE SRL,Sconto 10%,CDATTCHM1784,1,1,1
LETTO,JOY 160EXPO,Variante,LETTO MATRIMONIALE CONTENITORE CON RETE 160X190 PIEDE NERO H6 RIVEST. CAT.A ROMA 34 (VERDE SCURO),,,ITALNOTTE SRL,Sconto 10%,CDATTCHM1785,1,1,1
LETTO,JOY 160CC,Variante,LETTO MATRIMONIALE CONTENITORE CON RETE 160X190 PIEDE NERO H6 RIVEST. CAT.A ,,,ITALNOTTE SRL,Sconto 10%,CDATTCHM1785,1,1,1
LETTO,VOLO 160EXPO,Variante,"LETTO MATR.CONTENITORE C/TAGLIO 45° , RETE 160X190 PIEDE NERO H6 RIVEST. CAT.EXTRA TEKNOFIBRA 33",,,ITALNOTTE SRL,Sconto 10%,CDATTCHM1786,1,1,1
LETTO,VOLO 160CC,Variante,"LETTO MATR.CONTENITORE C/TAGLIO 45° , RETE 160X190 PIEDE NERO H6 RIVEST. CAT.EXTRA  ",,,ITALNOTTE SRL,Sconto 10%,CDATTCHM1786,1,1,1
LETTO,GIOVE 160EXPO,Variante,LETTO MATR.CONTENITORE  RETE 160X190 PIEDE SPILLO H15 RIV. CAT.EXTRA TIFFANY 12 (PETROLIO) RETRO TKNOFIBRA 32,,,ITALNOTTE SRL,Sconto 10%,CDATTCHM1787,1,1,1
LETTO,GIOVE 160CC,Variante,LETTO MATR.CONTENITORE  RETE 160X190 PIEDE SPILLO H15 RIV. CAT.EXTRA ,,,ITALNOTTE SRL,Sconto 10%,CDATTCHM1787,1,1,1
PROMO:,DUNE EXPO ,Variante,PROMO: LETTO MATRIMONIALE CONTENITORE H26 CON PRESA USB E LAMPADA LED - RIVESTIMENTO CAT.A ROMA COL.22 ,,,ITALNOTTE SRL,Sconto 10%,CDATTCHM2017,1,1,1
PROMO:,DUNE EXPO AP,Variante,PROMO: LETTO MATRIMONIALE CONTENITORE H26 - RIVESTIMENTO CAT.A ROMA COL.22 ,,,ITALNOTTE SRL,Sconto 10%,CDATTCHM2017,1,1,1
PROMO:,DUNE EXPO AP CC,Variante,PROMO: LETTO MATRIMONIALE CONTENITORE H26 - RIVESTIMENTO CAT.A ,,,ITALNOTTE SRL,Sconto 10%,CDATTCHM2017,1,1,1
PROMO:,ANTIMO 160EXPO,Variante,PROMO: LETTO MATRIMONIALE CONTENITORE CON RETE 160X190 PIEDE H135 BROWN - RIVESTIMENTO EXTRA TIFFANY COL. 35 OLIVA,,,ITALNOTTE SRL,Sconto 10%,CDATTCHM2137,1,1,1
PROMO:,ANTIMO 160 CC,Variante,PROMO: LETTO MATRIMONIALE CONTENITORE CON RETE 160X190 PIEDE H135 - RIVESTIMENTO EXTRA  ,,,ITALNOTTE SRL,Sconto 10%,CDATTCHM2137,1,1,1
PROMO:,ANTIMO 160 AP,Variante,PROMO: LETTO MATRIMONIALE CONTENITORE CON RETE 160X190 PIEDE H6 NERO - RIVESTIMENTO CAT.A,,,ITALNOTTE SRL,Sconto 10%,CDATTCHM2137,1,1,1
LETTO,LINE EXPO,Variante,LETTO MATRIMONIALE CONTENITORE GIROLETTO 45 CON RETE 160X190 CON PIEDE NUMANA H13 NERO OPACO  CAT. EXTRA TECNOFIBRA COL.03,,,ITALNOTTE SRL,Sconto 10%,CDATTCHM25142,1,1,1
LETTO,LINE CC,Variante,LETTO MATRIMONIALE CONTENITORE GIROLETTO 45 CON RETE 160X190 CON PIEDE NUMANA H13 NERO OPACO  CAT. EXTRA ,,,ITALNOTTE SRL,Sconto 10%,CDATTCHM25142,1,1,1
LETTO,LINE AP CAT. A,Variante,LETTO MATRIMONIALE CONTENITORE GIROLETTO 45 CON RETE 160X190 CON PIEDE NUMANA H13 NERO OPACO  CAT. A,,,ITALNOTTE SRL,Sconto 10%,CDATTCHM25142,1,1,1
LETTO,MARINA 120 EXPO ,Variante,LETTO CONTENITORE CON RETE 120X190 RIVESTIMENTO CAT. A ROMA COL.14 SENAPE ,,,ITALNOTTE SRL,Sconto 10%,CDATTCHM31817,1,1,1
LETTO,MARINA 120 CC,Variante,LETTO CONTENITORE CON RETE 120X190 RIVESTIMENTO CAT. A  ,,,ITALNOTTE SRL,Sconto 10%,CDATTCHM31817,1,1,1
LETTO,RIO 120EXPO,Variante,LETTO DA 120 CONTENITORE CON RETE 120X190 PIEDE NERO H6 RIVEST. CAT. EXTRA TECNOFIBRA 02 SABBIA,,,ITALNOTTE SRL,Sconto 10%,CDATTCHM1782,1,1,1
LETTO,RIO 120 CC,Variante,LETTO DA 120 CONTENITORE CON RETE 120X190 PIEDE NERO H6 RIVEST. CAT. EXTRA ,,,ITALNOTTE SRL,Sconto 10%,CDATTCHM1782,1,1,1
LETTO,RIO 120 AP,Variante,LETTO DA 120 CONTENITORE CON RETE 120X190 PIEDE NERO H6 RIVEST. CAT.A,,,ITALNOTTE SRL,Sconto 10%,CDATTCHM1782,1,1,1
PROMO:TAVOLO,ARNO 160 CC MELAMINICO,Variante,PROMO:TAVOLO CM 160X90 +3ALL DA 45( 295) PIEDE LEGNO FAGGIO  E PIANA MELAMINICO ,,,TECNOLEGNO TAVOLI SRL,Sconto 10%,CDATTCHM27857,1,1,1
PROMO:TAVOLO,ARNO 160 CEM LAVANDA,Variante,PROMO:TAVOLO CM 160X90 +3ALL DA 45( 295) PIEDE LEGNO FAGGIO ANTRACITE E PIANO MEL.. CEM LAVANDA,,,TECNOLEGNO TAVOLI SRL,Sconto 10%,CDATTCHM27856,1,1,1
PROMO:TAVOLO,ARNO 160 MARMO ANTRACITE,Variante,PROMO:TAVOLO CM 160X90 +3ALL DA 45( 295) PIEDE LEGNO FAGGIO FIN.NERA E PIANO MEL.. MARMO ANTRACITE,,,TECNOLEGNO TAVOLI SRL,Sconto 10%,CDATTCHM27845,1,1,1
PROMO:TAVOLO,ARNO 160 PIETRA BIANCA,Variante,PROMO:TAVOLO CM 160X90 +3ALL DA 45( 295) PIEDE LEGNO FAGGIO ANTRACITE E PIANO MEL. PIETRA BIANCA,,,TECNOLEGNO TAVOLI SRL,Sconto 10%,CDATTCHM27855,1,1,1
PROMO:TAVOLO,ARNO 160EXPO2 ROVERE,Variante,PROMO:TAVOLO CM 160X90 +3ALL DA 45( 295) PIEDE LEGNO FAGGIO FIN.NERA E PIANO MEL.ROVERE ,,,TECNOLEGNO TAVOLI SRL,Sconto 10%,CDATTCHM27840,1,1,1
PROMO:,AVIGNONE 160EXPO,Variante,PROMO: TAVOLO CM 160 X 90 + 2 ALL DA 45 / GAMBE LEGNO FINITURA ROVERE / PIANA VETRO STANDARD TRASPARENTE ,,,TECNOLEGNO TAVOLI SRL,Sconto 10%,CDATTCHM27118,1,1,1
PROMO:TAVOLO,CANDIDO 180 CC MELAMINICO,Variante,PROMO:TAVOLO CM 180X90 ALL 380 GAMBA FRASSINO  PIANO MELAMINICO ,,,TECNOLEGNO TAVOLI SRL,Sconto 10%,CDATTCHM27859,1,1,1
PROMO:TAVOLO,CANDIDO 180 PIETRA GRIGIA,Variante,PROMO:TAVOLO CM 180X90 ALL 380 GAMBA BIANCO FRASSINO PIANA MEL. PIETRA GRIGIA ,,,TECNOLEGNO TAVOLI SRL,Sconto 10%,CDATTCHM27835,1,1,1
PROMO:TAVOLO,CANDIDO 180 PIETRA NERA,Variante,PROMO:TAVOLO CM 180X90 ALL 380 GAMBA BIANCO FRASSINO PIANA MEL. PIETRA NERA,,,TECNOLEGNO TAVOLI SRL,Sconto 10%,CDATTCHM27836,1,1,1
PROMO:TAVOLO,CANDIDO 180 EXPO ROVERE,Variante,PROMO:TAVOLO CM 180X90 ALL 380 GAMBA FRASSINO ROVERE PIANO ROVERE,,,TECNOLEGNO TAVOLI SRL,Sconto 10%,CDATTCHM27829,1,1,1
TAVOLO,MARGARET 130 CALACATTA NERO ,Variante,TAVOLO CM 130X90 + 50  CON APERTURA SCORREVOLEGAMBE E PIANO TUTTO MELAMINICO CALACATTA NERO,,,TECNOLEGNO TAVOLI SRL,Sconto 10%,CDATTCHM19257,1,1,1
TAVOLO,MARGARET 130 CALACATTA ORO ,Variante,TAVOLO CM 130X90 + 50  CON APERTURA SCORREVOLEGAMBE E PIANO TUTTO MELAMINICO CALACATTA ORO ,,,TECNOLEGNO TAVOLI SRL,Sconto 10%,CDATTCHM19256,1,1,1
TAVOLO,MARGARET 130 CC MELAMINICO ,Variante,TAVOLO CM 130X90 + 50  CON APERTURA SCORREVOLEGAMBE E PIANO TUTTO MELAMINICO  ,,,TECNOLEGNO TAVOLI SRL,Sconto 10%,CDATTCHM19260,1,1,1
TAVOLO,MARGARET 130 CEM. LAVANDA,Variante,TAVOLO CM 130X90 + 50  CON APERTURA SCORREVOLEGAMBE E PIANO TUTTO MELAMINICO CEMENTO LAVANDA ,,,TECNOLEGNO TAVOLI SRL,Sconto 10%,CDATTCHM19258,1,1,1
TAVOLO,MARGARET 130 MARMO SABBIA,Variante,TAVOLO CM 130X90 + 50  CON APERTURA SCORREVOLEGAMBE E PIANO TUTTO MELAMINICO MARMO SABBIA,,,TECNOLEGNO TAVOLI SRL,Sconto 10%,CDATTCHM19259,1,1,1
TAVOLO,MARGARET 130 PIETRA GRIGIA ,Variante,TAVOLO CM 130X90 + 50  CON APERTURA SCORREVOLEGAMBE E PIANO TUTTO MELAMINICO PIETRA GRIGIA,,,TECNOLEGNO TAVOLI SRL,Sconto 10%,CDATTCHM19255,1,1,1
PROMO:TAVOLO,MONIA 100 CALACATTA NERO,Variante,PROMO:TAVOLO CM 100X100 +4 ALL DA 50CM ( APERTA 100X300) GAMBA ANTRACITE PIANA CALACATTA NERO +  CUSTODIA PER PROLUGHE OAMGGIO(NB PROLUNGHE DA CUSTODIRE A PARTE),,,TECNOLEGNO TAVOLI SRL,Sconto 10%,CDATTCHM27926,1,1,1
PROMO:TAVOLO,MONIA 100 CC MELAMINICO,Variante,PROMO:TAVOLO CM 100X100 +4 ALL DA 50CM ( APERTA 100X300) GAMBE METALLO E  PIANA MELAMINICO+  CUSTODIA PER PROLUGHE OAMGGIO(NB PROLUNGHE DA CUSTODIRE A PARTE),,,TECNOLEGNO TAVOLI SRL,Sconto 10%,CDATTCHM27929,1,1,1
PROMO:TAVOLO,MONIA 100 CEM ANTRACITE,Variante,PROMO:TAVOLO CM 100X100 +4 ALL DA 50CM ( APERTA 100X300) GAMBA ANTRACITE PIANA CEM ANTRACITE +  CUSTODIA PER PROLUGHE OAMGGIO(NB PROLUNGHE DA CUSTODIRE A PARTE),,,TECNOLEGNO TAVOLI SRL,Sconto 10%,CDATTCHM27928,1,1,1
PROMO:TAVOLO,MONIA 100 CEM TORTORA,Variante,PROMO:TAVOLO CM 100X100 +4 ALL DA 50CM ( APERTA 100X300) GAMBA ANTRACITE PIANA CEM TORTORA +  CUSTODIA PER PROLUGHE OAMGGIO(NB PROLUNGHE DA CUSTODIRE A PARTE),,,TECNOLEGNO TAVOLI SRL,Sconto 10%,CDATTCHM27927,1,1,1
PROMO:TAVOLO,MONIA 100EXPO ROVERE,Variante,PROMO:TAVOLO CM 100X100 +4 ALL DA 50CM ( APERTA 100X300) GAMBA ANTRACITE PIANA ROVERE + CUSTODIA PER PROLUGHE OAMGGIO(NB PROLUNGHE DA CUSTODIRE A PARTE),,,TECNOLEGNO TAVOLI SRL,Sconto 10%,CDATTCHM27861,1,1,1
PROMO:,MOZART 160 CC MELAMINICO  ,Variante,PROMO: TAVOLO 160 X 90 +50+50 TELAIO LEGNO CON PIANO CENTRALE CON 2 APERTURE LATERALI TUTTO MELAMINICO ,,,TECNOLEGNO TAVOLI SRL,Sconto 10%,CDATTCHM19300,1,1,1
PROMO:,MOZART 160 CEM LAVANDA,Variante,PROMO: TAVOLO 160 X 90 +50+50 TELAIO LEGNO CON PIANO CENTRALE CON 2 APERTURE LATERALI TUTTO MELAMINICO CEMENTO LAVANDA  ,,,TECNOLEGNO TAVOLI SRL,Sconto 10%,CDATTCHM19301,1,1,1
PROMO:,MOZART 160 PIETRA NERA,Variante,PROMO: TAVOLO 160 X 90 +50+50 TELAIO LEGNO CON PIANO CENTRALE CON 2 APERTURE LATERALI TUTTO MELAMINICO PIETRA NERA,,,TECNOLEGNO TAVOLI SRL,Sconto 10%,CDATTCHM19302,1,1,1
PROMO:,MOZART 160 QUECIA,Variante,PROMO: TAVOLO 160 X 90 +50+50 TELAIO LEGNO CON PIANO CENTRALE CON 2 APERTURE LATERALI TUTTO MELAMINICO QUERCIA ,,,TECNOLEGNO TAVOLI SRL,Sconto 10%,CDATTCHM19303,1,1,1
PROMO:,MOZART 160 RS/QUERCIA,Variante,PROMO: TAVOLO 160 X 90 +50+50 TELAIO LEGNO CON PIANO CENTRALE CON 2 APERTURE LATERALI PIEDI QUERCIA / PIANO ROVERE SBIANCATO CON CAPITELLI QUERCIA ,,,TECNOLEGNO TAVOLI SRL,Sconto 10%,CDATTCHM19304,1,1,1
PROMO:,MOZART 180 CC MELAMINICO,Variante,PROMO: TAVOLO 180 X 90 +50+50 TELAIO LEGNO CON PIANO CENTRALE CON 2 APERTURE LATERALI TUTTO MELAMINICO ,,,TECNOLEGNO TAVOLI SRL,Sconto 10%,CDATTCHM19305,1,1,1
PROMO:,MOZART 180 CEM LAVANDA ,Variante,PROMO: TAVOLO 180 X 90 +50+50 TELAIO LEGNO CON PIANO CENTRALE CON 2 APERTURE LATERALI TUTTO MELAMINICO CEMENTO LAVANDA  ,,,TECNOLEGNO TAVOLI SRL,Sconto 10%,CDATTCHM19306,1,1,1
